city_id,city_name,house_number,street_normalized,full_address,lat,lon,osm_id
1,Brawley,1115,IMPERIAL AVE,"1115 IMPERIAL AVE, Brawley, CA, USA",32.96423510540033,-115.54827578832798,node/400015
1,Brawley,1270,IMPERIAL AVE,"1270 IMPERIAL AVE, Brawley, CA, USA",32.98006762997156,-115.51641310538426,node/400023
1,Brawley,1318,IMPERIAL AVE,"1318 IMPERIAL AVE, Brawley, CA, USA",32.97674176531821,-115.52275545713309,node/400009
1,Brawley,1407,MAIN ST,"1407 MAIN ST, Brawley, CA, USA",32.96826951443746,-115.54539912363664,node/400014
1,Brawley,1443,PLAZA AVE,"1443 PLAZA AVE, Brawley, CA, USA",32.9958547494212,-115.53755879872962,node/400033
1,Brawley,1584,PLAZA AVE,"1584 PLAZA AVE, Brawley, CA, USA",32.980728917064845,-115.54735873001027,node/400026
1,Brawley,1598,IMPERIAL AVE,"1598 IMPERIAL AVE, Brawley, CA, USA",32.96040969578045,-115.54825369250467,node/400025
1,Brawley,1791,PLAZA AVE,"1791 PLAZA AVE, Brawley, CA, USA",32.98622001043674,-115.53388490362708,node/400042
1,Brawley,1806,MAIN ST,"1806 MAIN ST, Brawley, CA, USA",32.98194808567395,-115.5184298074428,node/400037
1,Brawley,1900,PLAZA AVE,"1900 PLAZA AVE, Brawley, CA, USA",32.97522486984857,-115.531722313689,node/400010
1,Brawley,2045,WESTERN AVE,"2045 WESTERN AVE, Brawley, CA, USA",32.99122995332975,-115.53556568760536,node/400036
1,Brawley,2078,WESTERN AVE,"2078 WESTERN AVE, Brawley, CA, USA",32.96839511642596,-115.51800602742284,node/400008
1,Brawley,2127,WESTERN AVE,"2127 WESTERN AVE, Brawley, CA, USA",32.98250075084041,-115.51658601412348,node/400022
1,Brawley,2139,MAIN ST,"2139 MAIN ST, Brawley, CA, USA",32.99415987525796,-115.5284769006581,node/400007
1,Brawley,2142,IMPERIAL AVE,"2142 IMPERIAL AVE, Brawley, CA, USA",32.993763026544016,-115.5304051890781,node/400019
1,Brawley,2158,MAIN ST,"2158 MAIN ST, Brawley, CA, USA",32.98423949709196,-115.52662766218734,node/400002
1,Brawley,2177,WESTERN AVE,"2177 WESTERN AVE, Brawley, CA, USA",32.991731575438294,-115.52900640680495,node/400035
1,Brawley,2224,PLAZA AVE,"2224 PLAZA AVE, Brawley, CA, USA",32.96689366819885,-115.53729801862296,node/400044
1,Brawley,2227,IMPERIAL AVE,"2227 IMPERIAL AVE, Brawley, CA, USA",32.976879542371314,-115.52604957910384,node/400032
1,Brawley,2384,WESTERN AVE,"2384 WESTERN AVE, Brawley, CA, USA",32.99615794267822,-115.52010139310828,node/400029
1,Brawley,2544,MAIN ST,"2544 MAIN ST, Brawley, CA, USA",32.9775836085634,-115.51161717215312,node/400038
1,Brawley,2567,PLAZA AVE,"2567 PLAZA AVE, Brawley, CA, USA",32.97896490064901,-115.53029688385718,node/400030
1,Brawley,2584,WESTERN AVE,"2584 WESTERN AVE, Brawley, CA, USA",32.9643467476465,-115.5158405969267,node/400011
1,Brawley,259,MAIN ST,"259 MAIN ST, Brawley, CA, USA",32.9640814549427,-115.53697837178588,node/400031
1,Brawley,2625,IMPERIAL AVE,"2625 IMPERIAL AVE, Brawley, CA, USA",32.98817277442294,-115.53833062629886,node/400034
1,Brawley,2767,WESTERN AVE,"2767 WESTERN AVE, Brawley, CA, USA",32.96703233518808,-115.52741451190217,node/400006
1,Brawley,3054,PLAZA AVE,"3054 PLAZA AVE, Brawley, CA, USA",32.960654206604815,-115.53108204865144,node/400039
1,Brawley,3107,WESTERN AVE,"3107 WESTERN AVE, Brawley, CA, USA",32.99812093477868,-115.53648517757196,node/400012
1,Brawley,3230,IMPERIAL AVE,"3230 IMPERIAL AVE, Brawley, CA, USA",32.9805942835807,-115.51728754728164,node/400027
1,Brawley,3432,PLAZA AVE,"3432 PLAZA AVE, Brawley, CA, USA",32.971697432832045,-115.52719251848426,node/400017
1,Brawley,3551,WESTERN AVE,"3551 WESTERN AVE, Brawley, CA, USA",32.99555718901265,-115.54865222785912,node/400004
1,Brawley,3564,WESTERN AVE,"3564 WESTERN AVE, Brawley, CA, USA",32.96175439619142,-115.54244792322068,node/400000
1,Brawley,3639,IMPERIAL AVE,"3639 IMPERIAL AVE, Brawley, CA, USA",32.98321509776656,-115.54036918878477,node/400016
1,Brawley,3675,IMPERIAL AVE,"3675 IMPERIAL AVE, Brawley, CA, USA",32.99253507979388,-115.52120391604235,node/400043
1,Brawley,3971,MAIN ST,"3971 MAIN ST, Brawley, CA, USA",32.97432968736453,-115.5320107743124,node/400020
1,Brawley,432,MAIN ST,"432 MAIN ST, Brawley, CA, USA",32.96041847213166,-115.52464185064704,node/400005
1,Brawley,612,WESTERN AVE,"612 WESTERN AVE, Brawley, CA, USA",32.98360089445794,-115.52572286886767,node/400001
1,Brawley,627,MAIN ST,"627 MAIN ST, Brawley, CA, USA",32.997603312616555,-115.53454385149084,node/400028
1,Brawley,635,IMPERIAL AVE,"635 IMPERIAL AVE, Brawley, CA, USA",32.989026599791806,-115.52970079463672,node/400013
1,Brawley,648,IMPERIAL AVE,"648 IMPERIAL AVE, Brawley, CA, USA",32.99389822923674,-115.52119967746562,node/400024
1,Brawley,705,IMPERIAL AVE,"705 IMPERIAL AVE, Brawley, CA, USA",32.99146645164512,-115.54061213759437,node/400040
1,Brawley,801,PLAZA AVE,"801 PLAZA AVE, Brawley, CA, USA",32.98494931493535,-115.5214746892625,node/400003
1,Brawley,877,WESTERN AVE,"877 WESTERN AVE, Brawley, CA, USA",32.98912485500554,-115.5303693783176,node/400018
1,Brawley,881,MAIN ST,"881 MAIN ST, Brawley, CA, USA",32.959357494700264,-115.53775230066216,node/400041
1,Brawley,981,PLAZA AVE,"981 PLAZA AVE, Brawley, CA, USA",32.98193376447943,-115.54835367468282,node/400021
2,Calexico,1029,HEBER AVE,"1029 HEBER AVE, Calexico, CA, USA",32.65045480045185,-115.51773711703164,node/300046
2,Calexico,1121,CEDAR ST,"1121 CEDAR ST, Calexico, CA, USA",32.66600378084356,-115.4831129901825,node/300001
2,Calexico,1204,HEBER AVE,"1204 HEBER AVE, Calexico, CA, USA",32.65268603222193,-115.4823285760178,node/300025
2,Calexico,1356,CEDAR ST,"1356 CEDAR ST, Calexico, CA, USA",32.689643723414804,-115.47197058824408,node/300043
2,Calexico,1410,CEDAR ST,"1410 CEDAR ST, Calexico, CA, USA",32.706067363776775,-115.52033323189823,node/300040
2,Calexico,1514,BIRCH ST,"1514 BIRCH ST, Calexico, CA, USA",32.70282074184717,-115.50219332843544,node/300050
2,Calexico,1526,HEBER AVE,"1526 HEBER AVE, Calexico, CA, USA",32.6965217830307,-115.49837465528957,node/300053
2,Calexico,1739,BIRCH ST,"1739 BIRCH ST, Calexico, CA, USA",32.656258245314234,-115.47773042257694,node/300049
2,Calexico,1947,ROCKWOOD AVE,"1947 ROCKWOOD AVE, Calexico, CA, USA",32.66966138494051,-115.47244575670412,node/300064
2,Calexico,2081,CEDAR ST,"2081 CEDAR ST, Calexico, CA, USA",32.69201265966754,-115.51142368073349,node/300015
2,Calexico,2284,CEDAR ST,"2284 CEDAR ST, Calexico, CA, USA",32.696968885244104,-115.48527512053944,node/300033
2,Calexico,2338,ROCKWOOD AVE,"2338 ROCKWOOD AVE, Calexico, CA, USA",32.656368500494665,-115.50681884954112,node/300030
2,Calexico,2443,HEBER AVE,"2443 HEBER AVE, Calexico, CA, USA",32.67031845056212,-115.4820495059813,node/300029
2,Calexico,2567,HEBER AVE,"2567 HEBER AVE, Calexico, CA, USA",32.65621090070952,-115.51459362979242,node/300012
2,Calexico,2610,ROCKWOOD AVE,"2610 ROCKWOOD AVE, Calexico, CA, USA",32.67565494578598,-115.48584022532133,node/300036
2,Calexico,266,CEDAR ST,"266 CEDAR ST, Calexico, CA, USA",32.6723272239536,-115.5006918953105,node/300019
2,Calexico,2924,IMPERIAL AVE,"2924 IMPERIAL AVE, Calexico, CA, USA",32.66336755546314,-115.48947373599935,node/300021
2,Calexico,2963,BIRCH ST,"2963 BIRCH ST, Calexico, CA, USA",32.70472831562758,-115.50400618565088,node/300004
2,Calexico,2990,IMPERIAL AVE,"2990 IMPERIAL AVE, Calexico, CA, USA",32.66333385432839,-115.5039059442875,node/300016
2,Calexico,3106,CEDAR ST,"3106 CEDAR ST, Calexico, CA, USA",32.67278204275715,-115.48992635579764,node/300045
2,Calexico,3140,BIRCH ST,"3140 BIRCH ST, Calexico, CA, USA",32.68217244472547,-115.5227446160951,node/300000
2,Calexico,315,BIRCH ST,"315 BIRCH ST, Calexico, CA, USA",32.67055379146666,-115.49456335557302,node/300055
2,Calexico,3171,IMPERIAL AVE,"3171 IMPERIAL AVE, Calexico, CA, USA",32.66237232551642,-115.50977890747302,node/300006
2,Calexico,3270,CEDAR ST,"3270 CEDAR ST, Calexico, CA, USA",32.70371255034879,-115.52183434027056,node/300047
2,Calexico,3627,IMPERIAL AVE,"3627 IMPERIAL AVE, Calexico, CA, USA",32.68504719792981,-115.4795595232276,node/300034
2,Calexico,3644,HEBER AVE,"3644 HEBER AVE, Calexico, CA, USA",32.67907182718696,-115.47680730235484,node/300062
2,Calexico,3689,CEDAR ST,"3689 CEDAR ST, Calexico, CA, USA",32.65098793794791,-115.52486599821628,node/300041
2,Calexico,3702,BIRCH ST,"3702 BIRCH ST, Calexico, CA, USA",32.702578249697304,-115.50570131390435,node/300031
2,Calexico,3736,HEBER AVE,"3736 HEBER AVE, Calexico, CA, USA",32.66999281902632,-115.526358690229,node/300037
2,Calexico,3736,ROCKWOOD AVE,"3736 ROCKWOOD AVE, Calexico, CA, USA",32.69468506830791,-115.49446469329996,node/300044
2,Calexico,3755,ROCKWOOD AVE,"3755 ROCKWOOD AVE, Calexico, CA, USA",32.66177422552542,-115.49218736903418,node/300048
2,Calexico,3774,BIRCH ST,"3774 BIRCH ST, Calexico, CA, USA",32.68582089542981,-115.4745485506538,node/300009
2,Calexico,3780,ROCKWOOD AVE,"3780 ROCKWOOD AVE, Calexico, CA, USA",32.70321837253869,-115.52005908064052,node/300002
2,Calexico,3786,IMPERIAL AVE,"3786 IMPERIAL AVE, Calexico, CA, USA",32.676849991977264,-115.49785839929082,node/300060
2,Calexico,3844,CEDAR ST,"3844 CEDAR ST, Calexico, CA, USA",32.65266842906066,-115.47869873676368,node/300013
2,Calexico,3906,HEBER AVE,"3906 HEBER AVE, Calexico, CA, USA",32.70774915114733,-115.50018812970292,node/300024
2,Calexico,3970,ROCKWOOD AVE,"3970 ROCKWOOD AVE, Calexico, CA, USA",32.69066431931456,-115.52057243849092,node/300008
2,Calexico,402,BIRCH ST,"402 BIRCH ST, Calexico, CA, USA",32.6665065542705,-115.52627162346046,node/300026
2,Calexico,4164,HEBER AVE,"4164 HEBER AVE, Calexico, CA, USA",32.690424109466754,-115.50685918438242,node/300032
2,Calexico,4212,BIRCH ST,"4212 BIRCH ST, Calexico, CA, USA",32.67133768926074,-115.50573003291731,node/300005
2,Calexico,4344,IMPERIAL AVE,"4344 IMPERIAL AVE, Calexico, CA, USA",32.65808092800861,-115.5190205752066,node/300063
2,Calexico,4388,IMPERIAL AVE,"4388 IMPERIAL AVE, Calexico, CA, USA",32.707379269457135,-115.52483924062548,node/300017
2,Calexico,4406,BIRCH ST,"4406 BIRCH ST, Calexico, CA, USA",32.67354770723991,-115.50433398835212,node/300058
2,Calexico,4423,CEDAR ST,"4423 CEDAR ST, Calexico, CA, USA",32.67429528553688,-115.48232964204188,node/300011
2,Calexico,443,HEBER AVE,"443 HEBER AVE, Calexico, CA, USA",32.66783574920298,-115.5102954470238,node/300027
2,Calexico,4541,CEDAR ST,"4541 CEDAR ST, Calexico, CA, USA",32.666321736966665,-115.5109025993058,node/300052
2,Calexico,4616,HEBER AVE,"4616 HEBER AVE, Calexico, CA, USA",32.687287635762,-115.51798221180688,node/300061
2,Calexico,4619,BIRCH ST,"4619 BIRCH ST, Calexico, CA, USA",32.656686273782825,-115.47584521318991,node/300056
2,Calexico,704,CEDAR ST,"704 CEDAR ST, Calexico, CA, USA",32.65641960693555,-115.50987833977236,node/300059
2,Calexico,851,BIRCH ST,"851 BIRCH ST, Calexico, CA, USA",32.705684795780705,-115.5155777195856,node/300003
3,El Centro,1032,COMMERCIAL AVE,"1032 COMMERCIAL AVE, El Centro, CA, USA",32.77951728554809,-115.60191102277992,node/200042
3,El Centro,1043,BROADWAY,"1043 BROADWAY, El Centro, CA, USA",32.785503230706496,-115.51638003089668,node/200049
3,El Centro,1245,MAIN ST,"1245 MAIN ST, El Centro, CA, USA",32.74953468110134,-115.60927878717752,node/200006
3,El Centro,1365,COMMERCIAL AVE,"1365 COMMERCIAL AVE, El Centro, CA, USA",32.83354137838996,-115.54750781025064,node/200008
3,El Centro,1369,IMPERIAL AVE,"1369 IMPERIAL AVE, El Centro, CA, USA",32.75271650843009,-115.52855716113142,node/200072
3,El Centro,1374,MAIN ST,"1374 MAIN ST, El Centro, CA, USA",32.76074098971072,-115.5512161818074,node/200040
3,El Centro,1862,COMMERCIAL AVE,"1862 COMMERCIAL AVE, El Centro, CA, USA",32.78261944057035,-115.5676354209327,node/200038
3,El Centro,2023,MAIN ST,"2023 MAIN ST, El Centro, CA, USA",32.83372593085285,-115.59943359512936,node/200007
3,El Centro,221,IMPERIAL AVE,"221 IMPERIAL AVE, El Centro, CA, USA",32.780824227921656,-115.53415684655464,node/200017
3,El Centro,2408,STATE ST,"2408 STATE ST, El Centro, CA, USA",32.822812403725,-115.56270933085123,node/200078
3,El Centro,2800,MAIN ST,"2800 MAIN ST, El Centro, CA, USA",32.75445059475151,-115.545162065516,node/200066
3,El Centro,2871,STATE ST,"2871 STATE ST, El Centro, CA, USA",32.81288977205596,-115.6077634482464,node/200065
3,El Centro,2883,BROADWAY,"2883 BROADWAY, El Centro, CA, USA",32.7801023420737,-115.59485944417877,node/200036
3,El Centro,3096,COMMERCIAL AVE,"3096 COMMERCIAL AVE, El Centro, CA, USA",32.75403028755686,-115.57354254396714,node/200001
3,El Centro,3186,COMMERCIAL AVE,"3186 COMMERCIAL AVE, El Centro, CA, USA",32.76042527613211,-115.59491540328314,node/200074
3,El Centro,3214,IMPERIAL AVE,"3214 IMPERIAL AVE, El Centro, CA, USA",32.79825823478674,-115.58998892839232,node/200046
3,El Centro,3352,MAIN ST,"3352 MAIN ST, El Centro, CA, USA",32.83117643620226,-115.60876977384372,node/200047
3,El Centro,3361,MAIN ST,"3361 MAIN ST, El Centro, CA, USA",32.77258814408616,-115.51617931240636,node/200011
3,El Centro,3702,IMPERIAL AVE,"3702 IMPERIAL AVE, El Centro, CA, USA",32.751828625849576,-115.56877919361638,node/200057
3,El Centro,3772,STATE ST,"3772 STATE ST, El Centro, CA, USA",32.822801703931425,-115.56167620423908,node/200019
3,El Centro,3790,MAIN ST,"3790 MAIN ST, El Centro, CA, USA",32.75535018772704,-115.52308731660445,node/200062
3,El Centro,3799,STATE ST,"3799 STATE ST, El Centro, CA, USA",32.83380910219885,-115.57161864288231,node/200026
3,El Centro,3825,MAIN ST,"3825 MAIN ST, El Centro, CA, USA",32.781858565861604,-115.53809883964632,node/200002
3,El Centro,3869,COMMERCIAL AVE,"3869 COMMERCIAL AVE, El Centro, CA, USA",32.828202591307175,-115.52102302482588,node/200050
3,El Centro,3942,BROADWAY,"3942 BROADWAY, El Centro, CA, USA",32.835397433813746,-115.59359838237776,node/200077
3,El Centro,4382,COMMERCIAL AVE,"4382 COMMERCIAL AVE, El Centro, CA, USA",32.80598054063227,-115.57661020403144,node/200064
3,El Centro,4413,COMMERCIAL AVE,"4413 COMMERCIAL AVE, El Centro, CA, USA",32.74877474923576,-115.57932356280358,node/200073
3,El Centro,4525,IMPERIAL AVE,"4525 IMPERIAL AVE, El Centro, CA, USA",32.77006541967281,-115.59555028790986,node/200016
3,El Centro,457,STATE ST,"457 STATE ST, El Centro, CA, USA",32.78608586114966,-115.54536370778116,node/200075
